EVENT	ROUND	SCORE	TIME	NAME	SUBMITTER	ENTITY	REFERENT	SELECTED	SHAPE	EDGE_COUNT	SIZE	RED	GREEN	BLUE	ALPHA	HUE	SATURATION	BRIGHTNESS	POSITION_X	POSITION_Y
1	1	0	8.205	nextturn.request	A	1	false	false	barn	6	0.01	255	240	0	255	0.15686275	1.0	1.0	0.6	0.35
1	1	0	8.205	nextturn.request	A	2	false	false	chicken	12	0.0225	209	0	255	255	0.80326796	1.0	1.0	0.225	0.075
1	1	0	8.205	nextturn.request	A	3	false	false	bridge	12	0.04	255	81	0	255	0.052941173	1.0	1.0	0.45	0.8
1	1	0	8.205	nextturn.request	A	4	false	false	mountain	7	0.0225	255	0	220	255	0.85620916	1.0	1.0	0.625	0.825
1	1	0	8.205	nextturn.request	A	5	false	false	chevron	6	0.04	144	0	255	255	0.7607843	1.0	1.0	0.4	0.2
1	1	0	8.205	nextturn.request	A	6	false	false	monitor	8	0.01	68	255	0	255	0.2888889	1.0	1.0	0.2	0.8
1	1	0	8.205	nextturn.request	A	7	false	false	boat	9	0.04	0	255	99	255	0.39803922	1.0	1.0	0.5	0.6
1	1	0	8.205	nextturn.request	A	8	false	false	crown	10	0.01	255	0	164	255	0.89281046	1.0	1.0	0.85	0.1
1	1	0	8.205	nextturn.request	A	9	false	false	lozenge	6	0.0225	255	0	125	255	0.9183006	1.0	1.0	0.175	0.675
1	1	0	8.205	nextturn.request	A	10	false	false	goose	12	0.04	25	0	255	255	0.6830065	1.0	1.0	0.6	0.15
1	1	0	8.205	nextturn.request	A	11	false	false	rock	7	0.01	0	120	255	255	0.5882353	1.0	1.0	0.4	0.35
1	1	0	8.205	nextturn.request	A	12	false	false	wedge	6	0.0225	0	255	133	255	0.4202614	1.0	1.0	0.875	0.575
1	1	0	8.205	nextturn.request	A	13	false	false	arrow	8	0.04	117	0	255	255	0.7431373	1.0	1.0	0.75	0.35
1	1	0	8.205	nextturn.request	A	14	false	false	temple	16	0.01	255	36	0	255	0.02352941	1.0	1.0	0.5	0.4
1	1	0	8.205	nextturn.request	A	15	true	false	spikes	13	0.0225	114	0	255	255	0.7411764	1.0	1.0	0.075	0.375
1	1	0	8.205	nextturn.request	A	16	false	false	giraffe	9	0.04	139	0	255	255	0.7575163	1.0	1.0	0.85	0.9
1	1	0	8.205	nextturn.request	A	17	false	false	head	10	0.0225	255	88	0	255	0.057516336	1.0	1.0	0.175	0.525
1	1	0	8.205	nextturn.request	A	18	false	false	temple	16	0.01	255	0	118	255	0.9228758	1.0	1.0	0.35	0.45
1	1	0	8.205	nextturn.request	A	19	false	false	monitor	8	0.0225	255	0	77	255	0.9496732	1.0	1.0	0.175	0.225
1	1	0	8.205	nextturn.request	A	20	false	false	goose	12	0.04	0	255	225	255	0.48039213	1.0	1.0	0.7	0.65
2	1	0	33.055	selection.request	B	1	false	false	barn	6	0.01	255	240	0	255	0.15686275	1.0	1.0	0.6	0.35
2	1	0	33.055	selection.request	B	2	false	false	chicken	12	0.0225	209	0	255	255	0.80326796	1.0	1.0	0.225	0.075
2	1	0	33.055	selection.request	B	3	false	false	bridge	12	0.04	255	81	0	255	0.052941173	1.0	1.0	0.45	0.8
2	1	0	33.055	selection.request	B	4	false	false	mountain	7	0.0225	255	0	220	255	0.85620916	1.0	1.0	0.625	0.825
2	1	0	33.055	selection.request	B	5	false	false	chevron	6	0.04	144	0	255	255	0.7607843	1.0	1.0	0.4	0.2
2	1	0	33.055	selection.request	B	6	false	false	monitor	8	0.01	68	255	0	255	0.2888889	1.0	1.0	0.2	0.8
2	1	0	33.055	selection.request	B	7	false	false	boat	9	0.04	0	255	99	255	0.39803922	1.0	1.0	0.5	0.6
2	1	0	33.055	selection.request	B	8	false	false	crown	10	0.01	255	0	164	255	0.89281046	1.0	1.0	0.85	0.1
2	1	0	33.055	selection.request	B	9	false	false	lozenge	6	0.0225	255	0	125	255	0.9183006	1.0	1.0	0.175	0.675
2	1	0	33.055	selection.request	B	10	false	false	goose	12	0.04	25	0	255	255	0.6830065	1.0	1.0	0.6	0.15
2	1	0	33.055	selection.request	B	11	false	false	rock	7	0.01	0	120	255	255	0.5882353	1.0	1.0	0.4	0.35
2	1	0	33.055	selection.request	B	12	false	false	wedge	6	0.0225	0	255	133	255	0.4202614	1.0	1.0	0.875	0.575
2	1	0	33.055	selection.request	B	13	false	false	arrow	8	0.04	117	0	255	255	0.7431373	1.0	1.0	0.75	0.35
2	1	0	33.055	selection.request	B	14	false	false	temple	16	0.01	255	36	0	255	0.02352941	1.0	1.0	0.5	0.4
2	1	0	33.055	selection.request	B	15	true	false	spikes	13	0.0225	114	0	255	255	0.7411764	1.0	1.0	0.925	0.325
2	1	0	33.055	selection.request	B	16	false	true	giraffe	9	0.04	139	0	255	255	0.7575163	1.0	1.0	0.85	0.9
2	1	0	33.055	selection.request	B	17	false	false	head	10	0.0225	255	88	0	255	0.057516336	1.0	1.0	0.175	0.525
2	1	0	33.055	selection.request	B	18	false	false	temple	16	0.01	255	0	118	255	0.9228758	1.0	1.0	0.35	0.45
2	1	0	33.055	selection.request	B	19	false	false	monitor	8	0.0225	255	0	77	255	0.9496732	1.0	1.0	0.175	0.225
2	1	0	33.055	selection.request	B	20	false	false	goose	12	0.04	0	255	225	255	0.48039213	1.0	1.0	0.7	0.65
3	1	-2	37.377	selection.rejection	A	1	false	false	barn	6	0.01	255	240	0	255	0.15686275	1.0	1.0	0.6	0.35
3	1	-2	37.377	selection.rejection	A	2	false	false	chicken	12	0.0225	209	0	255	255	0.80326796	1.0	1.0	0.225	0.075
3	1	-2	37.377	selection.rejection	A	3	false	false	bridge	12	0.04	255	81	0	255	0.052941173	1.0	1.0	0.45	0.8
3	1	-2	37.377	selection.rejection	A	4	false	false	mountain	7	0.0225	255	0	220	255	0.85620916	1.0	1.0	0.625	0.825
3	1	-2	37.377	selection.rejection	A	5	false	false	chevron	6	0.04	144	0	255	255	0.7607843	1.0	1.0	0.4	0.2
3	1	-2	37.377	selection.rejection	A	6	false	false	monitor	8	0.01	68	255	0	255	0.2888889	1.0	1.0	0.2	0.8
3	1	-2	37.377	selection.rejection	A	7	false	false	boat	9	0.04	0	255	99	255	0.39803922	1.0	1.0	0.5	0.6
3	1	-2	37.377	selection.rejection	A	8	false	false	crown	10	0.01	255	0	164	255	0.89281046	1.0	1.0	0.85	0.1
3	1	-2	37.377	selection.rejection	A	9	false	false	lozenge	6	0.0225	255	0	125	255	0.9183006	1.0	1.0	0.175	0.675
3	1	-2	37.377	selection.rejection	A	10	false	false	goose	12	0.04	25	0	255	255	0.6830065	1.0	1.0	0.6	0.15
3	1	-2	37.377	selection.rejection	A	11	false	false	rock	7	0.01	0	120	255	255	0.5882353	1.0	1.0	0.4	0.35
3	1	-2	37.377	selection.rejection	A	12	false	false	wedge	6	0.0225	0	255	133	255	0.4202614	1.0	1.0	0.875	0.575
3	1	-2	37.377	selection.rejection	A	13	false	false	arrow	8	0.04	117	0	255	255	0.7431373	1.0	1.0	0.75	0.35
3	1	-2	37.377	selection.rejection	A	14	false	false	temple	16	0.01	255	36	0	255	0.02352941	1.0	1.0	0.5	0.4
3	1	-2	37.377	selection.rejection	A	15	true	false	spikes	13	0.0225	114	0	255	255	0.7411764	1.0	1.0	0.925	0.325
3	1	-2	37.377	selection.rejection	A	16	false	true	giraffe	9	0.04	139	0	255	255	0.7575163	1.0	1.0	0.85	0.9
3	1	-2	37.377	selection.rejection	A	17	false	false	head	10	0.0225	255	88	0	255	0.057516336	1.0	1.0	0.175	0.525
3	1	-2	37.377	selection.rejection	A	18	false	false	temple	16	0.01	255	0	118	255	0.9228758	1.0	1.0	0.35	0.45
3	1	-2	37.377	selection.rejection	A	19	false	false	monitor	8	0.0225	255	0	77	255	0.9496732	1.0	1.0	0.175	0.225
