END_SCORE	46
ENTITY_COUNT	20
EVENT_COUNT	146
EXPERIMENT_VERSION	2017-06-13T20:01:03Z, git commit 2b4b74f
GAME_DURATION	950.725
GAME_ID	141
INITIAL_INSTRUCTOR_ID	A
MOVE_DELAY	500
ROUND_COUNT	48
START_TIME	2017-06-21T18:46:48.408+02:00
ANNOTATOR_IDS	1
EXPERIMENTER_ID	2
