END_SCORE	60
ENTITY_COUNT	20
EVENT_COUNT	180
EXPERIMENT_VERSION	2017-04-07T10:18:33Z, git commit ae838e8
GAME_DURATION	754.981
GAME_ID	11
INITIAL_INSTRUCTOR_ID	A
MOVE_DELAY	0
ROUND_COUNT	60
START_TIME	2017-04-07T12:46:58.435+02:00
ANNOTATOR_IDS	1
EXPERIMENTER_ID	1
