EVENT	ROUND	SCORE	TIME	NAME	SUBMITTER	ENTITY	REFERENT	SELECTED	SHAPE	EDGE_COUNT	SIZE	RED	GREEN	BLUE	ALPHA	HUE	SATURATION	BRIGHTNESS	POSITION_X	POSITION_Y
1	1	0	53.945	nextturn.request	A	1	false	false	lozenge	6	0.0225	255	0	108	255	0.92941177	1.0	1.0	0.325	0.925
1	1	0	53.945	nextturn.request	A	2	true	false	temple	16	0.01	127	0	255	255	0.7496732	1.0	1.0	0.7	0.05
1	1	0	53.945	nextturn.request	A	3	false	false	head	10	0.04	255	0	81	255	0.9470588	1.0	1.0	0.85	0.2
1	1	0	53.945	nextturn.request	A	4	false	false	barn	6	0.01	0	255	38	255	0.35816994	1.0	1.0	0.7	0.75
1	1	0	53.945	nextturn.request	A	5	false	false	bridge	12	0.0225	18	255	0	255	0.32156864	1.0	1.0	0.725	0.925
1	1	0	53.945	nextturn.request	A	6	false	false	boat	9	0.04	255	0	23	255	0.98496735	1.0	1.0	0.1	0.1
1	1	0	53.945	nextturn.request	A	7	false	false	crown	10	0.0225	86	0	255	255	0.72287583	1.0	1.0	0.425	0.525
1	1	0	53.945	nextturn.request	A	8	false	false	goose	12	0.01	255	0	145	255	0.90522873	1.0	1.0	0.3	0.75
1	1	0	53.945	nextturn.request	A	9	false	false	chicken	12	0.04	0	178	255	255	0.5503268	1.0	1.0	0.9	0.75
1	1	0	53.945	nextturn.request	A	10	false	false	monitor	8	0.01	255	0	71	255	0.9535948	1.0	1.0	0.6	0.25
1	1	0	53.945	nextturn.request	A	11	false	false	chevron	6	0.0225	125	255	0	255	0.251634	1.0	1.0	0.925	0.425
1	1	0	53.945	nextturn.request	A	12	false	false	giraffe	9	0.04	255	0	19	255	0.98758173	1.0	1.0	0.15	0.8
1	1	0	53.945	nextturn.request	A	13	false	false	rock	7	0.0225	115	255	0	255	0.25816992	1.0	1.0	0.425	0.775
1	1	0	53.945	nextturn.request	A	14	false	false	mountain	7	0.01	255	0	88	255	0.94248366	1.0	1.0	0.4	0.2
1	1	0	53.945	nextturn.request	A	15	false	false	spikes	13	0.04	255	0	173	255	0.8869281	1.0	1.0	0.25	0.5
1	1	0	53.945	nextturn.request	A	16	false	false	wedge	6	0.0225	95	255	0	255	0.2712418	1.0	1.0	0.575	0.925
