END_SCORE	49
ENTITY_COUNT	20
EVENT_COUNT	163
EXPERIMENT_VERSION	2017-06-01T21:49:12Z, git commit 72ebcb7
GAME_DURATION	908.357
GAME_ID	19
INITIAL_INSTRUCTOR_ID	A
MOVE_DELAY	1000
ROUND_COUNT	53
START_TIME	2017-06-02T14:47:23.381+02:00
ANNOTATOR_IDS	1,2
EXPERIMENTER_ID	1
