END_SCORE	89
ENTITY_COUNT	20
EVENT_COUNT	267
EXPERIMENT_VERSION	2017-04-11T10:01:53Z, git commit 52ac26d
GAME_DURATION	937.381
GAME_ID	20
INITIAL_INSTRUCTOR_ID	A
MOVE_DELAY	0
ROUND_COUNT	89
START_TIME	2017-04-11T13:44:45.806+02:00
ANNOTATOR_IDS	1
EXPERIMENTER_ID	1
