END_SCORE	61
ENTITY_COUNT	20
EVENT_COUNT	232
EXPERIMENT_VERSION	2017-04-02T09:02:45Z, git commit 6f0c12d
GAME_DURATION	937.513
GAME_ID	8
INITIAL_INSTRUCTOR_ID	A
MOVE_DELAY	0
ROUND_COUNT	74
START_TIME	2017-04-03T10:11:33.854+02:00
ANNOTATOR_IDS	1
EXPERIMENTER_ID	1
