END_SCORE	80
ENTITY_COUNT	20
EVENT_COUNT	256
EXPERIMENT_VERSION	2017-04-10T08:11:13Z, git commit abeaaae
GAME_DURATION	1069.135
GAME_ID	16
INITIAL_INSTRUCTOR_ID	A
MOVE_DELAY	0
ROUND_COUNT	84
START_TIME	2017-04-10T13:13:27.04+02:00
ANNOTATOR_IDS	1
EXPERIMENTER_ID	1
